GeneSymbol	GeneID	DiseaseName	DiseaseID	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
CCDC85B	11007	Muscular Atrophy	MESH:D009133		Clofibrate	6.62		6511338
CCDC86	79080	Muscular Atrophy	MESH:D009133		Dexamethasone	2.92		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCDC88A	55704	Muscular Atrophy	MESH:D009133		Cisplatin	30.07		24823295
CCDC88A	55704	Muscular Atrophy	MESH:D009133		Clofibrate	30.07		6511338
CCDC88A	55704	Muscular Atrophy	MESH:D009133		Cocaine	30.07		15204026
CCDC88A	55704	Muscular Atrophy	MESH:D009133		Dietary Fats	30.07		25614714
CCDC88A	55704	Muscular Atrophy	MESH:D009133		Nicotine	30.07		18694773
CCDC88A	55704	Muscular Atrophy	MESH:D009133		Quercetin	30.07		25614714
CCDC88A	55704	Muscular Atrophy	MESH:D009133		resveratrol	30.07		20861279|21715682|24534773
CCDC88B	283234	Muscular Atrophy	MESH:D009133		Cisplatin	7.57		24823295
CCDC88B	283234	Muscular Atrophy	MESH:D009133		resveratrol	7.57		20861279|21715682|24534773
CCDC88C	440193	Muscular Atrophy	MESH:D009133		Cisplatin	2.57		24823295
CCDC89	220388	Muscular Atrophy	MESH:D009133		Testosterone	3.69		18436443|21094144|21931329
CCDC9	26093	Muscular Atrophy	MESH:D009133		Amiodarone	8.29		90132
CCDC9	26093	Muscular Atrophy	MESH:D009133		Cisplatin	8.29		24823295
CCDC90B	60492	Muscular Atrophy	MESH:D009133		Cisplatin	2.51		24823295
CCDC92	80212	Muscular Atrophy	MESH:D009133		Quercetin	2.72		25614714
CCDC93	54520	Muscular Atrophy	MESH:D009133		Cocaine	3.32		15204026
CCDC96	257236	Muscular Atrophy	MESH:D009133		Amiodarone	7.83		90132
CCDC96	257236	Muscular Atrophy	MESH:D009133		Cisplatin	7.83		24823295
CCDC9B	388115	Muscular Atrophy	MESH:D009133		Cisplatin	3.05		24823295
CCER2	643669	Muscular Atrophy	MESH:D009133		Cisplatin	3.85		24823295
CCHCR1	54535	Muscular Atrophy	MESH:D009133		Quercetin	12.12		25614714
CCHCR1	54535	Muscular Atrophy	MESH:D009133		Vincristine	12.12		4290103|4294312|4314181|5813374
CCHCR1	54535	Muscular Atrophy	MESH:D009133		Vitamin E	12.12		572510
CCK	885	Muscular Atrophy	MESH:D009133		Dietary Fats	15.60		25614714
CCK	885	Muscular Atrophy	MESH:D009133		irinotecan	15.60		19401694
CCK	885	Muscular Atrophy	MESH:D009133		Nicotine	15.60		18694773
CCK	885	Muscular Atrophy	MESH:D009133		resveratrol	15.60		20861279|21715682|24534773
CCK	885	Muscular Atrophy	MESH:D009133		Testosterone	15.60		18436443|21094144|21931329
CCKAR	886	Muscular Atrophy	MESH:D009133		Dietary Fats	10.53		25614714
CCKAR	886	Muscular Atrophy	MESH:D009133		Quercetin	10.53		25614714
CCKAR	886	Muscular Atrophy	MESH:D009133		resveratrol	10.53		20861279|21715682|24534773
CCKBR	887	Muscular Atrophy	MESH:D009133		Cocaine	13.38		15204026
CCKBR	887	Muscular Atrophy	MESH:D009133		Dexamethasone	13.38		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCKBR	887	Muscular Atrophy	MESH:D009133		resveratrol	13.38		20861279|21715682|24534773
CCKBR	887	Muscular Atrophy	MESH:D009133		Testosterone	13.38		18436443|21094144|21931329
CCL1	6346	Muscular Atrophy	MESH:D009133		Cisplatin	9.78		24823295
CCL1	6346	Muscular Atrophy	MESH:D009133		resveratrol	9.78		20861279|21715682|24534773
CCL1	6346	Muscular Atrophy	MESH:D009133		Vincristine	9.78		4290103|4294312|4314181|5813374
CCL11	6356	Muscular Atrophy	MESH:D009133		Dexamethasone	11.29		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL11	6356	Muscular Atrophy	MESH:D009133		Prednisolone	11.29		10910842|2425813|4502228|7363988|8226480
CCL11	6356	Muscular Atrophy	MESH:D009133		Prednisone	11.29		3938399|3998075|6851197|6986827
CCL11	6356	Muscular Atrophy	MESH:D009133		resveratrol	11.29		20861279|21715682|24534773
CCL12	20293	Muscular Atrophy	MESH:D009133		Dexamethasone	10.13		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL12	20293	Muscular Atrophy	MESH:D009133		Quercetin	10.13		25614714
CCL12	20293	Muscular Atrophy	MESH:D009133		resveratrol	10.13		20861279|21715682|24534773
CCL13	6357	Muscular Atrophy	MESH:D009133		Cisplatin	24.40		24823295
CCL13	6357	Muscular Atrophy	MESH:D009133		Dietary Fats	24.40		25614714
CCL13	6357	Muscular Atrophy	MESH:D009133		Mifepristone	24.40		12721153|2424746
CCL13	6357	Muscular Atrophy	MESH:D009133		Prednisone	24.40		3938399|3998075|6851197|6986827
CCL13	6357	Muscular Atrophy	MESH:D009133		Quercetin	24.40		25614714
CCL15	6359	Muscular Atrophy	MESH:D009133		Dietary Fats	8.71		25614714
CCL15	6359	Muscular Atrophy	MESH:D009133		Quercetin	8.71		25614714
CCL16	6360	Muscular Atrophy	MESH:D009133		Nicotine	8.94		18694773
CCL16	6360	Muscular Atrophy	MESH:D009133		Quercetin	8.94		25614714
CCL17	6361	Muscular Atrophy	MESH:D009133		Cisplatin	5.62		24823295
CCL17	6361	Muscular Atrophy	MESH:D009133		Dexamethasone	5.62		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL19	6363	Muscular Atrophy	MESH:D009133		Dexamethasone	2.76		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL2	6347	Muscular Atrophy	MESH:D009133		Amiodarone	54.37		90132
CCL2	6347	Muscular Atrophy	MESH:D009133		Chloroquine	54.37		12739036|4776885
CCL2	6347	Muscular Atrophy	MESH:D009133		Cisplatin	54.37		24823295
CCL2	6347	Muscular Atrophy	MESH:D009133		Clofibrate	54.37		6511338
CCL2	6347	Muscular Atrophy	MESH:D009133		Cocaine	54.37		15204026
CCL2	6347	Muscular Atrophy	MESH:D009133		Colchicine	54.37		8234983
CCL2	6347	Muscular Atrophy	MESH:D009133		Deferoxamine	54.37		1528723
CCL2	6347	Muscular Atrophy	MESH:D009133		Dexamethasone	54.37		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL2	6347	Muscular Atrophy	MESH:D009133		Dietary Fats	54.37		25614714
CCL2	6347	Muscular Atrophy	MESH:D009133		Hydrocortisone	54.37		4441321|8491306
CCL2	6347	Muscular Atrophy	MESH:D009133		Mifepristone	54.37		12721153|2424746
CCL2	6347	Muscular Atrophy	MESH:D009133		Nicotine	54.37		18694773
CCL2	6347	Muscular Atrophy	MESH:D009133		Prednisolone	54.37		10910842|2425813|4502228|7363988|8226480
CCL2	6347	Muscular Atrophy	MESH:D009133		Quercetin	54.37		25614714
CCL2	6347	Muscular Atrophy	MESH:D009133		resveratrol	54.37		20861279|21715682|24534773
CCL2	6347	Muscular Atrophy	MESH:D009133		Rifampin	54.37		6789927
CCL2	6347	Muscular Atrophy	MESH:D009133		Testosterone	54.37		18436443|21094144|21931329
CCL2	6347	Muscular Atrophy	MESH:D009133		Triamcinolone	54.37		3912638|7349575|8665051|8937196
CCL2	6347	Muscular Atrophy	MESH:D009133		Vincristine	54.37		4290103|4294312|4314181|5813374
CCL2	6347	Muscular Atrophy	MESH:D009133		Vitamin B 12	54.37		2044594
CCL2	6347	Muscular Atrophy	MESH:D009133		Vitamin E	54.37		572510
CCL2	6347	Muscular Atrophy	MESH:D009133		Zidovudine	54.37		1892364|8438050
CCL20	6364	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	28.92		10963110
CCL20	6364	Muscular Atrophy	MESH:D009133		Dexamethasone	28.92		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL20	6364	Muscular Atrophy	MESH:D009133		Glucocorticoids	28.92		9297069
CCL20	6364	Muscular Atrophy	MESH:D009133		Melphalan	28.92		7802575
CCL20	6364	Muscular Atrophy	MESH:D009133		Mesalamine	28.92		12763355
CCL20	6364	Muscular Atrophy	MESH:D009133		Methylprednisolone	28.92		10641615|21931329|3420309|8665051
CCL20	6364	Muscular Atrophy	MESH:D009133		Prednisolone	28.92		10910842|2425813|4502228|7363988|8226480
CCL20	6364	Muscular Atrophy	MESH:D009133		resveratrol	28.92		20861279|21715682|24534773
CCL20	6364	Muscular Atrophy	MESH:D009133		Vincristine	28.92		4290103|4294312|4314181|5813374
CCL21	6366	Muscular Atrophy	MESH:D009133		Dietary Fats	6.80		25614714
CCL21	6366	Muscular Atrophy	MESH:D009133		resveratrol	6.80		20861279|21715682|24534773
CCL21B	100042493	Muscular Atrophy	MESH:D009133		Dexamethasone	3.45		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL22	6367	Muscular Atrophy	MESH:D009133		Dietary Fats	9.46		25614714
CCL22	6367	Muscular Atrophy	MESH:D009133		resveratrol	9.46		20861279|21715682|24534773
CCL22	6367	Muscular Atrophy	MESH:D009133		Vincristine	9.46		4290103|4294312|4314181|5813374
CCL23	6368	Muscular Atrophy	MESH:D009133		Dietary Fats	3.50		25614714
CCL24	6369	Muscular Atrophy	MESH:D009133		Dexamethasone	6.45		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL24	6369	Muscular Atrophy	MESH:D009133		Dietary Fats	6.45		25614714
CCL25	6370	Muscular Atrophy	MESH:D009133		Dexamethasone	3.18		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL26	10344	Muscular Atrophy	MESH:D009133		Cisplatin	10.88		24823295
CCL26	10344	Muscular Atrophy	MESH:D009133		Dexamethasone	10.88		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL26	10344	Muscular Atrophy	MESH:D009133		resveratrol	10.88		20861279|21715682|24534773
CCL27	10850	Muscular Atrophy	MESH:D009133		Dexamethasone	11.18		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL27	10850	Muscular Atrophy	MESH:D009133		Dietary Fats	11.18		25614714
CCL27	10850	Muscular Atrophy	MESH:D009133		Testosterone	11.18		18436443|21094144|21931329
CCL28	56477	Muscular Atrophy	MESH:D009133		Dietary Fats	2.76		25614714
CCL3	6348	Muscular Atrophy	MESH:D009133		Cocaine	23.89		15204026
CCL3	6348	Muscular Atrophy	MESH:D009133		Dapsone	23.89		6322702
CCL3	6348	Muscular Atrophy	MESH:D009133		Dexamethasone	23.89		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL3	6348	Muscular Atrophy	MESH:D009133		Dietary Fats	23.89		25614714
CCL3	6348	Muscular Atrophy	MESH:D009133		Hydrocortisone	23.89		4441321|8491306
CCL3	6348	Muscular Atrophy	MESH:D009133		Mifepristone	23.89		12721153|2424746
CCL3	6348	Muscular Atrophy	MESH:D009133		Prednisolone	23.89		10910842|2425813|4502228|7363988|8226480
CCL3	6348	Muscular Atrophy	MESH:D009133		Quercetin	23.89		25614714
CCL3	6348	Muscular Atrophy	MESH:D009133		resveratrol	23.89		20861279|21715682|24534773
CCL3L1	6349	Muscular Atrophy	MESH:D009133		Dietary Fats	3.23		25614714
CCL4	6351	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	22.68		10963110
CCL4	6351	Muscular Atrophy	MESH:D009133		Cisplatin	22.68		24823295
CCL4	6351	Muscular Atrophy	MESH:D009133		Dexamethasone	22.68		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL4	6351	Muscular Atrophy	MESH:D009133		Dietary Fats	22.68		25614714
CCL4	6351	Muscular Atrophy	MESH:D009133		Hydrocortisone	22.68		4441321|8491306
CCL4	6351	Muscular Atrophy	MESH:D009133		Prednisolone	22.68		10910842|2425813|4502228|7363988|8226480
CCL4	6351	Muscular Atrophy	MESH:D009133		resveratrol	22.68		20861279|21715682|24534773
CCL4	6351	Muscular Atrophy	MESH:D009133		Vincristine	22.68		4290103|4294312|4314181|5813374
CCL5	6352	Muscular Atrophy	MESH:D009133		Cisplatin	26.04		24823295
CCL5	6352	Muscular Atrophy	MESH:D009133		Dexamethasone	26.04		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL5	6352	Muscular Atrophy	MESH:D009133		Dietary Fats	26.04		25614714
CCL5	6352	Muscular Atrophy	MESH:D009133		Nicotine	26.04		18694773
CCL5	6352	Muscular Atrophy	MESH:D009133		Quercetin	26.04		25614714
CCL5	6352	Muscular Atrophy	MESH:D009133		resveratrol	26.04		20861279|21715682|24534773
CCL5	6352	Muscular Atrophy	MESH:D009133		Rifampin	26.04		6789927
CCL5	6352	Muscular Atrophy	MESH:D009133		Testosterone	26.04		18436443|21094144|21931329
CCL5	6352	Muscular Atrophy	MESH:D009133		Vincristine	26.04		4290103|4294312|4314181|5813374
CCL5	6352	Muscular Atrophy	MESH:D009133		Vitamin E	26.04		572510
CCL6	20305	Muscular Atrophy	MESH:D009133		Cisplatin	12.29		24823295
CCL6	20305	Muscular Atrophy	MESH:D009133		Dexamethasone	12.29		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL6	20305	Muscular Atrophy	MESH:D009133		Dietary Fats	12.29		25614714
CCL6	20305	Muscular Atrophy	MESH:D009133		resveratrol	12.29		20861279|21715682|24534773
CCL7	6354	Muscular Atrophy	MESH:D009133		Cisplatin	14.18		24823295
CCL7	6354	Muscular Atrophy	MESH:D009133		Dexamethasone	14.18		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL7	6354	Muscular Atrophy	MESH:D009133		Dietary Fats	14.18		25614714
CCL7	6354	Muscular Atrophy	MESH:D009133		resveratrol	14.18		20861279|21715682|24534773
CCL7	6354	Muscular Atrophy	MESH:D009133		Testosterone	14.18		18436443|21094144|21931329
CCL8	6355	Muscular Atrophy	MESH:D009133		Dexamethasone	22.63		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL8	6355	Muscular Atrophy	MESH:D009133		Dietary Fats	22.63		25614714
CCL8	6355	Muscular Atrophy	MESH:D009133		Mifepristone	22.63		12721153|2424746
CCL8	6355	Muscular Atrophy	MESH:D009133		Quercetin	22.63		25614714
CCL8	6355	Muscular Atrophy	MESH:D009133		resveratrol	22.63		20861279|21715682|24534773
CCL8	6355	Muscular Atrophy	MESH:D009133		Testosterone	22.63		18436443|21094144|21931329
CCL9	20308	Muscular Atrophy	MESH:D009133		Cisplatin	9.06		24823295
CCL9	20308	Muscular Atrophy	MESH:D009133		Dexamethasone	9.06		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCL9	20308	Muscular Atrophy	MESH:D009133		Dietary Fats	9.06		25614714
CCM2	83605	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	3.88		10963110
CCNA1	8900	Muscular Atrophy	MESH:D009133		Cisplatin	8.62		24823295
CCNA1	8900	Muscular Atrophy	MESH:D009133		Quercetin	8.62		25614714
CCNA1	8900	Muscular Atrophy	MESH:D009133		resveratrol	8.62		20861279|21715682|24534773
CCNA2	890	Muscular Atrophy	MESH:D009133		Cisplatin	35.06		24823295
CCNA2	890	Muscular Atrophy	MESH:D009133		Clofibrate	35.06		6511338
CCNA2	890	Muscular Atrophy	MESH:D009133		Cocaine	35.06		15204026
CCNA2	890	Muscular Atrophy	MESH:D009133		Deferoxamine	35.06		1528723
CCNA2	890	Muscular Atrophy	MESH:D009133		Dexamethasone	35.06		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCNA2	890	Muscular Atrophy	MESH:D009133		irinotecan	35.06		19401694
CCNA2	890	Muscular Atrophy	MESH:D009133		Mifepristone	35.06		12721153|2424746
CCNA2	890	Muscular Atrophy	MESH:D009133		Nicotine	35.06		18694773
CCNA2	890	Muscular Atrophy	MESH:D009133		Quercetin	35.06		25614714
CCNA2	890	Muscular Atrophy	MESH:D009133		resveratrol	35.06		20861279|21715682|24534773
CCNA2	890	Muscular Atrophy	MESH:D009133		Testosterone	35.06		18436443|21094144|21931329
CCNA2	890	Muscular Atrophy	MESH:D009133		Zidovudine	35.06		1892364|8438050
CCNB1	891	Muscular Atrophy	MESH:D009133		Ciprofloxacin	35.20		19401694
CCNB1	891	Muscular Atrophy	MESH:D009133		Cisplatin	35.20		24823295
CCNB1	891	Muscular Atrophy	MESH:D009133		Clofibrate	35.20		6511338
CCNB1	891	Muscular Atrophy	MESH:D009133		Colchicine	35.20		8234983
CCNB1	891	Muscular Atrophy	MESH:D009133		Deferoxamine	35.20		1528723
CCNB1	891	Muscular Atrophy	MESH:D009133		Dexamethasone	35.20		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCNB1	891	Muscular Atrophy	MESH:D009133		irinotecan	35.20		19401694
CCNB1	891	Muscular Atrophy	MESH:D009133		Nicotine	35.20		18694773
CCNB1	891	Muscular Atrophy	MESH:D009133		Quercetin	35.20		25614714
CCNB1	891	Muscular Atrophy	MESH:D009133		resveratrol	35.20		20861279|21715682|24534773
CCNB1	891	Muscular Atrophy	MESH:D009133		Testosterone	35.20		18436443|21094144|21931329
CCNB1	891	Muscular Atrophy	MESH:D009133		Vincristine	35.20		4290103|4294312|4314181|5813374
CCNB1	891	Muscular Atrophy	MESH:D009133		Zidovudine	35.20		1892364|8438050
CCNB1IP1	57820	Muscular Atrophy	MESH:D009133		Cisplatin	12.08		24823295
CCNB1IP1	57820	Muscular Atrophy	MESH:D009133		irinotecan	12.08		19401694
CCNB1IP1	57820	Muscular Atrophy	MESH:D009133		Quercetin	12.08		25614714
CCNB2	9133	Muscular Atrophy	MESH:D009133		Chromium	24.31		19071005
CCNB2	9133	Muscular Atrophy	MESH:D009133		Cisplatin	24.31		24823295
CCNB2	9133	Muscular Atrophy	MESH:D009133		Dietary Fats	24.31		25614714
CCNB2	9133	Muscular Atrophy	MESH:D009133		irinotecan	24.31		19401694
CCNB2	9133	Muscular Atrophy	MESH:D009133		Quercetin	24.31		25614714
CCNB2	9133	Muscular Atrophy	MESH:D009133		resveratrol	24.31		20861279|21715682|24534773
CCNB2	9133	Muscular Atrophy	MESH:D009133		Testosterone	24.31		18436443|21094144|21931329
CCNB2	9133	Muscular Atrophy	MESH:D009133		Vincristine	24.31		4290103|4294312|4314181|5813374
CCNB3	85417	Muscular Atrophy	MESH:D009133		Tetracycline	4.07		6213862
CCNC	892	Muscular Atrophy	MESH:D009133		Zidovudine	3.39		1892364|8438050
CCND1	595	Muscular Atrophy	MESH:D009133		Cisplatin	36.10		24823295
CCND1	595	Muscular Atrophy	MESH:D009133		Clofibrate	36.10		6511338
CCND1	595	Muscular Atrophy	MESH:D009133		Cocaine	36.10		15204026
CCND1	595	Muscular Atrophy	MESH:D009133		Colchicine	36.10		8234983
CCND1	595	Muscular Atrophy	MESH:D009133		Deferoxamine	36.10		1528723
CCND1	595	Muscular Atrophy	MESH:D009133		Dexamethasone	36.10		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCND1	595	Muscular Atrophy	MESH:D009133		Dietary Fats	36.10		25614714
CCND1	595	Muscular Atrophy	MESH:D009133		Mifepristone	36.10		12721153|2424746
CCND1	595	Muscular Atrophy	MESH:D009133		Nicotine	36.10		18694773
CCND1	595	Muscular Atrophy	MESH:D009133		Quercetin	36.10		25614714
CCND1	595	Muscular Atrophy	MESH:D009133		resveratrol	36.10		20861279|21715682|24534773
CCND1	595	Muscular Atrophy	MESH:D009133		Rifampin	36.10		6789927
CCND1	595	Muscular Atrophy	MESH:D009133		Testosterone	36.10		18436443|21094144|21931329
CCND1	595	Muscular Atrophy	MESH:D009133		Tetracycline	36.10		6213862
CCND1	595	Muscular Atrophy	MESH:D009133		Vitamin E	36.10		572510
CCND1	595	Muscular Atrophy	MESH:D009133		Zidovudine	36.10		1892364|8438050
CCND2	894	Muscular Atrophy	MESH:D009133		Cisplatin	30.98		24823295
CCND2	894	Muscular Atrophy	MESH:D009133		Clofibrate	30.98		6511338
CCND2	894	Muscular Atrophy	MESH:D009133		Deferoxamine	30.98		1528723
CCND2	894	Muscular Atrophy	MESH:D009133		Dexamethasone	30.98		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
CCND2	894	Muscular Atrophy	MESH:D009133		Nicotine	30.98		18694773
CCND2	894	Muscular Atrophy	MESH:D009133		Quercetin	30.98		25614714
CCND2	894	Muscular Atrophy	MESH:D009133		resveratrol	30.98		20861279|21715682|24534773
CCND2	894	Muscular Atrophy	MESH:D009133		Testosterone	30.98		18436443|21094144|21931329
CCND2	894	Muscular Atrophy	MESH:D009133		Vitamin E	30.98		572510
CCND2	894	Muscular Atrophy	MESH:D009133		Zidovudine	30.98		1892364|8438050
CCND3	896	Muscular Atrophy	MESH:D009133		Cisplatin	28.97		24823295
